kind,repeat,count,index,metric,value
sample,1,4,0,sequential_create_wall_ms,0.993197
sample,1,4,0,sequential_idle_rss_before_kib,12292.000000
sample,1,4,0,sequential_idle_rss_after_kib,12292.000000
sample,1,4,0,sequential_idle_rss_delta_per_session_kib,0.000000
sample,1,4,0,sequential_teardown_wall_ms,0.455787
sample,1,4,3,concurrent_create_ms,0.470248
sample,1,4,0,concurrent_create_ms,0.516308
sample,1,4,1,concurrent_create_ms,0.498558
sample,1,4,2,concurrent_create_ms,0.493778
sample,1,4,0,concurrent_create_wall_ms,0.586490
sample,1,4,0,concurrent_idle_rss_before_kib,12292.000000
sample,1,4,0,concurrent_idle_rss_after_kib,12292.000000
sample,1,4,0,concurrent_idle_session_rss_delta_per_session_kib,0.000000
sample,1,4,16,active_idle_connections,16.000000
sample,1,4,16,active_connection_rss_delta_kib,4.000000
sample,1,4,16,active_connection_rss_delta_per_connection_kib,0.250000
sample,1,4,0,concurrent_teardown_wall_ms,0.514079
sample,1,4,0,post_teardown_rss_delta_from_baseline_kib,4.000000
sample,1,4,0,post_connection_close_rss_delta_kib,0.000000
sample,2,4,0,sequential_create_ms,0.250914
sample,2,4,1,sequential_create_ms,0.199863
sample,2,4,2,sequential_create_ms,0.199484
sample,2,4,3,sequential_create_ms,0.202253
sample,2,4,0,sequential_create_wall_ms,0.894574
sample,2,4,0,sequential_idle_rss_before_kib,12296.000000
sample,2,4,0,sequential_idle_rss_after_kib,12296.000000
sample,2,4,0,sequential_idle_rss_delta_per_session_kib,0.000000
sample,2,4,0,sequential_teardown_wall_ms,0.358585
sample,2,4,2,concurrent_create_ms,0.521809
sample,2,4,3,concurrent_create_ms,0.530168
sample,2,4,0,concurrent_create_ms,0.561539
sample,2,4,1,concurrent_create_ms,0.553409
sample,2,4,0,concurrent_create_wall_ms,0.607930
sample,2,4,0,concurrent_idle_rss_before_kib,12296.000000
sample,2,4,0,concurrent_idle_rss_after_kib,12296.000000
sample,2,4,0,concurrent_idle_session_rss_delta_per_session_kib,0.000000
sample,2,4,16,active_idle_connections,16.000000
sample,2,4,16,active_connection_rss_delta_kib,4.000000
sample,2,4,16,active_connection_rss_delta_per_connection_kib,0.250000
sample,2,4,0,concurrent_teardown_wall_ms,0.508719
sample,2,4,0,post_teardown_rss_delta_from_baseline_kib,4.000000
sample,2,4,0,post_connection_close_rss_delta_kib,0.000000
sample,3,4,0,sequential_create_ms,0.231263
sample,3,4,1,sequential_create_ms,0.197033
sample,3,4,2,sequential_create_ms,0.210613
sample,3,4,3,sequential_create_ms,0.206534
sample,3,4,0,sequential_create_wall_ms,0.882544
sample,3,4,0,sequential_idle_rss_before_kib,12300.000000
sample,3,4,0,sequential_idle_rss_after_kib,12300.000000
sample,3,4,0,sequential_idle_rss_delta_per_session_kib,0.000000
sample,3,4,0,sequential_teardown_wall_ms,0.633660
sample,3,4,3,concurrent_create_ms,0.527858
sample,3,4,0,concurrent_create_ms,0.568699
sample,3,4,1,concurrent_create_ms,0.557500
sample,3,4,2,concurrent_create_ms,0.552510
sample,3,4,0,concurrent_create_wall_ms,0.627630
sample,3,4,0,concurrent_idle_rss_before_kib,12300.000000
sample,3,4,0,concurrent_idle_rss_after_kib,12300.000000
sample,3,4,0,concurrent_idle_session_rss_delta_per_session_kib,0.000000
sample,3,4,16,active_idle_connections,16.000000
sample,3,4,16,active_connection_rss_delta_kib,0.000000
sample,3,4,16,active_connection_rss_delta_per_connection_kib,0.000000
sample,3,4,0,concurrent_teardown_wall_ms,0.388846
sample,3,4,0,post_teardown_rss_delta_from_baseline_kib,0.000000
sample,3,4,0,post_connection_close_rss_delta_kib,0.000000
sample,4,4,0,sequential_create_ms,0.234294
sample,4,4,1,sequential_create_ms,0.161633
sample,4,4,2,sequential_create_ms,0.165322
sample,4,4,3,sequential_create_ms,0.176263
sample,4,4,0,sequential_create_wall_ms,0.768453
sample,4,4,0,sequential_idle_rss_before_kib,12300.000000
sample,4,4,0,sequential_idle_rss_after_kib,12300.000000
sample,4,4,0,sequential_idle_rss_delta_per_session_kib,0.000000
sample,4,4,0,sequential_teardown_wall_ms,0.284985
sample,4,4,2,concurrent_create_ms,0.432777
sample,4,4,3,concurrent_create_ms,0.433587
sample,4,4,0,concurrent_create_ms,0.459618
sample,4,4,1,concurrent_create_ms,0.452517
sample,4,4,0,concurrent_create_wall_ms,0.498238
sample,4,4,0,concurrent_idle_rss_before_kib,12300.000000
sample,4,4,0,concurrent_idle_rss_after_kib,12300.000000
sample,4,4,0,concurrent_idle_session_rss_delta_per_session_kib,0.000000
sample,4,4,16,active_idle_connections,16.000000
sample,4,4,16,active_connection_rss_delta_kib,16.000000
sample,4,4,16,active_connection_rss_delta_per_connection_kib,1.000000
sample,4,4,0,concurrent_teardown_wall_ms,0.408856
sample,4,4,0,post_teardown_rss_delta_from_baseline_kib,16.000000
sample,4,4,0,post_connection_close_rss_delta_kib,0.000000
sample,0,8,0,sequential_create_ms,0.272975
sample,0,8,1,sequential_create_ms,0.228094
sample,0,8,2,sequential_create_ms,0.231614
sample,0,8,3,sequential_create_ms,0.216123
sample,0,8,4,sequential_create_ms,0.210144
sample,0,8,5,sequential_create_ms,0.216284
sample,0,8,6,sequential_create_ms,0.221954
sample,0,8,7,sequential_create_ms,0.243654
sample,0,8,0,sequential_create_wall_ms,1.913882
sample,0,8,0,sequential_idle_rss_before_kib,12316.000000
sample,0,8,0,sequential_idle_rss_after_kib,12320.000000
sample,0,8,0,sequential_idle_rss_delta_per_session_kib,0.500000
sample,0,8,0,sequential_teardown_wall_ms,0.629690
sample,0,8,0,concurrent_create_ms,1.030747
sample,0,8,1,concurrent_create_ms,1.028157
sample,0,8,2,concurrent_create_ms,1.024247
sample,0,8,3,concurrent_create_ms,1.021766
sample,0,8,4,concurrent_create_ms,1.023166
sample,0,8,5,concurrent_create_ms,1.019346
sample,0,8,6,concurrent_create_ms,1.014636
sample,0,8,7,concurrent_create_ms,1.005036
sample,0,8,0,concurrent_create_wall_ms,1.137198
sample,0,8,0,concurrent_idle_rss_before_kib,12324.000000
sample,0,8,0,concurrent_idle_rss_after_kib,12324.000000
sample,0,8,0,concurrent_idle_session_rss_delta_per_session_kib,0.000000
sample,0,8,32,active_idle_connections,32.000000
sample,0,8,32,active_connection_rss_delta_kib,596.000000
sample,0,8,32,active_connection_rss_delta_per_connection_kib,18.625000
sample,0,8,0,concurrent_teardown_wall_ms,2.942058
